concelho,casos,dia
Condeixa-a-Nova,36,07-04-2020
Lamego,10,07-04-2020
Viseu,36,07-04-2020
Mealhada,10,07-04-2020
Moita,35,07-04-2020
Figueira da Foz,9,07-04-2020
São João da Madeira,35,07-04-2020
Melgaço,9,07-04-2020
Pombal,34,07-04-2020
Nelas,9,07-04-2020
Póvoa de Varzim,33,07-04-2020
Olhão,9,07-04-2020
Marco de Canaveses,30,07-04-2020
Ansião,4,07-04-2020
Amarante,27,07-04-2020
Batalha,4,07-04-2020
Águeda,26,07-04-2020
Vieira do Minho,9,07-04-2020
Arcos de Valdevez,26,07-04-2020
Vinhais,9,07-04-2020
Montijo,26,07-04-2020
Almeirim,8,07-04-2020
Torres Vedras,26,07-04-2020
Leiria,25,07-04-2020
Portimão,25,07-04-2020
Benavente,24,07-04-2020
Tavira,24,07-04-2020
Póvoa de Lanhoso,23,07-04-2020
Santa Cruz,4,07-04-2020
Alvaiázere,22,07-04-2020
Sines,4,07-04-2020
Cantanhede,22,07-04-2020
Funchal,21,07-04-2020
Amares,19,07-04-2020
Ourém,19,07-04-2020
Torre de Moncorvo,18,07-04-2020
Arouca,17,07-04-2020
Vizela,17,07-04-2020
Chaves,16,07-04-2020
Esposende,16,07-04-2020
Cartaxo,15,07-04-2020
Évora,15,07-04-2020
Vila Real de Santo António,15,07-04-2020
Mirandela,14,07-04-2020
Montemor-o-Velho,14,07-04-2020
Fafe,13,07-04-2020
Macedo de Cavaleiros,13,07-04-2020
Oliveira do Bairro,13,07-04-2020
Vila Pouca de Aguiar,3,07-04-2020
Sesimbra,13,07-04-2020
Anadia,12,07-04-2020
Ponte de Lima,12,07-04-2020
São Pedro do Sul,6,07-04-2020
Serpa,6,07-04-2020
Tomar,6,07-04-2020
Alenquer,10,07-04-2020
Castelo de Paiva,5,07-04-2020
Porto Santo,5,07-04-2020
Salvaterra de Magos,5,07-04-2020
Sever do Vouga,5,07-04-2020
Velas,5,07-04-2020
Vila Flor,5,07-04-2020
Peso da Régua,9,07-04-2020
Bombarral,4,07-04-2020
Calheta (Açores),4,07-04-2020
Carrazeda de Ansiães,4,07-04-2020
Caminha,8,07-04-2020
Castro Daire,8,07-04-2020
Góis,4,07-04-2020
Penacova,8,07-04-2020
Lourinhã,4,07-04-2020
Reguengos de Monsaraz,8,07-04-2020
Madalena,4,07-04-2020
Rio Maior,8,07-04-2020
Soure,8,07-04-2020
Alcobaça,7,07-04-2020
Alcochete,7,07-04-2020
Baião,7,07-04-2020
Câmara de Lobos,7,07-04-2020
Valpaços,4,07-04-2020
Celorico de Basto,7,07-04-2020
Beja,3,07-04-2020
Lousã,7,07-04-2020
Cadaval,3,07-04-2020
Miranda do Corvo,7,07-04-2020
Carregal do Sal,3,07-04-2020
Monção,7,07-04-2020
Oliveira de Frades,7,07-04-2020
Peniche,7,07-04-2020
Santiago do Cacém,7,07-04-2020
Torres Novas,7,07-04-2020
Vila da Praia da Vitória,7,07-04-2020
Lagos,3,07-04-2020
Vila Nova de Foz Côa,7,07-04-2020
Moimenta da Beira,3,07-04-2020
Vimioso,7,07-04-2020
São Roque do Pico,3,07-04-2020
Alpiarça,6,07-04-2020
Vila Nova de Poiares,3,07-04-2020
Paredes de Coura,6,07-04-2020
Ponta do Sol,6,07-04-2020
Cinfães,4,07-04-2020
Terras de Bouro,4,07-04-2020
Valença,4,07-04-2020
Figueiró dos Vinhos,3,07-04-2020
Grândola,3,07-04-2020
Guarda,3,07-04-2020
Lagoa (Faro),3,07-04-2020
Lisboa,773,08-04-2020
Porto,750,08-04-2020
Vila Nova de Gaia,576,08-04-2020
Gondomar,556,08-04-2020
Maia,485,08-04-2020
Matosinhos,425,08-04-2020
Braga,423,08-04-2020
Valongo,397,08-04-2020
Sintra,310,08-04-2020
Ovar,273,08-04-2020
Coimbra,237,08-04-2020
Santa Maria da Feira,233,08-04-2020
Cascais,218,08-04-2020
Vila Nova de Famalicão,154,08-04-2020
Aveiro,152,08-04-2020
Guimarães,149,08-04-2020
Oeiras,146,08-04-2020
Loures,138,08-04-2020
Almada,134,08-04-2020
Vila Real,132,08-04-2020
Amadora,113,08-04-2020
Paços de Ferreira,113,08-04-2020
Paredes,113,08-04-2020
Seixal,113,08-04-2020
Felgueiras,111,08-04-2020
Barcelos,107,08-04-2020
Odivelas,100,08-04-2020
Oliveira de Azeméis,94,08-04-2020
Santo Tirso,94,08-04-2020
Lousada,93,08-04-2020
Ílhavo,86,08-04-2020
Viana do Castelo,79,08-04-2020
Bragança,71,08-04-2020
Trofa,59,08-04-2020
Barreiro,57,08-04-2020
Penafiel,56,08-04-2020
Albergaria-a-Velha,54,08-04-2020
Resende,52,08-04-2020
Vila do Conde,50,08-04-2020
Vila Verde,49,08-04-2020
Mafra,46,08-04-2020
Albufeira,45,08-04-2020
Vila Franca de Xira,44,08-04-2020
Setúbal,43,08-04-2020
Santarém,42,08-04-2020
Loulé,41,08-04-2020
Vale de Cambra,40,08-04-2020
Estarreja,39,08-04-2020
Faro,39,08-04-2020
Moita,38,08-04-2020
Espinho,37,08-04-2020
Lourinhã,5,08-04-2020
Viseu,37,08-04-2020
Figueira da Foz,10,08-04-2020
Condeixa-a-Nova,36,08-04-2020
Lamego,10,08-04-2020
São João da Madeira,36,08-04-2020
Mealhada,10,08-04-2020
Pombal,34,08-04-2020
Nelas,10,08-04-2020
Póvoa de Varzim,34,08-04-2020
Silves,10,08-04-2020
Marco de Canaveses,30,08-04-2020
Monção,9,08-04-2020
Torres Vedras,28,08-04-2020
Olhão,9,08-04-2020
Amarante,27,08-04-2020
Peso da Régua,9,08-04-2020
Águeda,26,08-04-2020
Batalha,4,08-04-2020
Arcos de Valdevez,26,08-04-2020
Vinhais,9,08-04-2020
Montijo,26,08-04-2020
Almeirim,8,08-04-2020
Benavente,25,08-04-2020
Caminha,8,08-04-2020
Leiria,25,08-04-2020
Oliveira de Frades,8,08-04-2020
Portimão,25,08-04-2020
Penacova,8,08-04-2020
Cantanhede,24,08-04-2020
Reguengos de Monsaraz,8,08-04-2020
Tavira,24,08-04-2020
Rio Maior,8,08-04-2020
Póvoa de Lanhoso,23,08-04-2020
Santiago do Cacém,8,08-04-2020
Alvaiázere,22,08-04-2020
Soure,8,08-04-2020
Funchal,21,08-04-2020
Alcobaça,7,08-04-2020
Amares,19,08-04-2020
Alcochete,7,08-04-2020
Ourém,19,08-04-2020
Baião,7,08-04-2020
Castro Daire,18,08-04-2020
Torre de Moncorvo,18,08-04-2020
Arouca,17,08-04-2020
Évora,17,08-04-2020
Miranda do Corvo,7,08-04-2020
Vizela,17,08-04-2020
Cartaxo,16,08-04-2020
Chaves,16,08-04-2020
Esposende,16,08-04-2020
Mirandela,15,08-04-2020
Vila Real de Santo António,15,08-04-2020
Montemor-o-Velho,14,08-04-2020
Anadia,13,08-04-2020
Fafe,13,08-04-2020
Vila Nova de Poiares,3,08-04-2020
Macedo de Cavaleiros,13,08-04-2020
Oliveira do Bairro,13,08-04-2020
Sesimbra,13,08-04-2020
Melgaço,12,08-04-2020
Ponte de Lima,12,08-04-2020
Coruche,11,08-04-2020
Marinha Grande,11,08-04-2020
Palmela,11,08-04-2020
Vieira do Minho,11,08-04-2020
Alenquer,10,08-04-2020
Porto Santo,5,08-04-2020
Salvaterra de Magos,5,08-04-2020
Sever do Vouga,5,08-04-2020
Valença,5,08-04-2020
Velas,5,08-04-2020
Vila Flor,5,08-04-2020
Vagos,9,08-04-2020
Bombarral,4,08-04-2020
Calheta (Açores),4,08-04-2020
Carregal do Sal,4,08-04-2020
Cinfães,4,08-04-2020
Madalena,4,08-04-2020
Santa Cruz,4,08-04-2020
Sines,4,08-04-2020
Terras de Bouro,4,08-04-2020
Trancoso,4,08-04-2020
Câmara de Lobos,7,08-04-2020
Celorico de Basto,7,08-04-2020
Lousã,7,08-04-2020
Cadaval,3,08-04-2020
Covilhã,3,08-04-2020
Peniche,7,08-04-2020
Figueiró dos Vinhos,3,08-04-2020
Tomar,7,08-04-2020
Torres Novas,7,08-04-2020
Vila da Praia da Vitória,7,08-04-2020
Vila Nova de Foz Côa,7,08-04-2020
Vimioso,7,08-04-2020
Alpiarça,6,08-04-2020
Horta,6,08-04-2020
Murtosa,6,08-04-2020
Paredes de Coura,6,08-04-2020
Ponta do Sol,6,08-04-2020
São Pedro do Sul,6,08-04-2020
Serpa,6,08-04-2020
Beja,5,08-04-2020
Cabeceiras de Basto,5,08-04-2020
Castelo de Paiva,5,08-04-2020
Góis,5,08-04-2020
Ansião,4,08-04-2020
Carrazeda de Ansiães,4,08-04-2020
Valpaços,4,08-04-2020
Abrantes,3,08-04-2020
Alcanena,3,08-04-2020
Grândola,3,08-04-2020
Guarda,3,08-04-2020
Lagoa,3,08-04-2020
Lagos,3,08-04-2020
Moimenta da Beira,3,08-04-2020
São Roque do Pico,3,08-04-2020
Vila Pouca de Aguiar,3,08-04-2020
Abrantes,3,09-04-2020
Águeda,30,09-04-2020
Albergaria-a-Velha,52,09-04-2020
Albufeira,50,09-04-2020
Alcanena,3,09-04-2020
Alcobaça,7,09-04-2020
Alcochete,7,09-04-2020
Alenquer,11,09-04-2020
Almada,138,09-04-2020
Almeida,5,09-04-2020
Almeirim,9,09-04-2020
Alpiarça,6,09-04-2020
Alvaiázere,22,09-04-2020
Amadora,129,09-04-2020
Amarante,30,09-04-2020
Amares,21,09-04-2020
Anadia,12,09-04-2020
Ansião,4,09-04-2020
Arcos de Valdevez,32,09-04-2020
Arganil,3,09-04-2020
Arouca,23,09-04-2020
Aveiro,153,09-04-2020
Baião,7,09-04-2020
Barcelos,122,09-04-2020
Barreiro,56,09-04-2020
Batalha,4,09-04-2020
Beja,5,09-04-2020
Benavente,25,09-04-2020
Bombarral,3,09-04-2020
Braga,521,09-04-2020
Bragança,76,09-04-2020
Cabeceiras de Basto,4,09-04-2020
Cadaval,3,09-04-2020
Caldas da Rainha,4,09-04-2020
Calheta (Açores),4,09-04-2020
Câmara de Lobos,7,09-04-2020
Caminha,8,09-04-2020
Cantanhede,26,09-04-2020
Carrazeda de Ansiães,5,09-04-2020
Tábua,3,09-04-2020
Carregal do Sal,6,09-04-2020
Cartaxo,18,09-04-2020
Cascais,226,09-04-2020
Castelo de Paiva,5,09-04-2020
Castro Daire,59,09-04-2020
Celorico da Beira,6,09-04-2020
Celorico de Basto,8,09-04-2020
Porto,776,09-04-2020
Chaves,15,09-04-2020
Porto de Mós,3,09-04-2020
Cinfães,5,09-04-2020
Porto Santo,5,09-04-2020
Coimbra,258,09-04-2020
Condeixa-a-Nova,38,09-04-2020
Coruche,16,09-04-2020
Covilhã,5,09-04-2020
Vale de Cambra,44,09-04-2020
Espinho,39,09-04-2020
Valença,6,09-04-2020
Esposende,21,09-04-2020
Rio Maior,8,09-04-2020
Estarreja,39,09-04-2020
Sabrosa,3,09-04-2020
Évora,21,09-04-2020
Moita,40,09-04-2020
Fafe,16,09-04-2020
Monção,11,09-04-2020
Faro,42,09-04-2020
Montemor-o-Velho,14,09-04-2020
Felgueiras,118,09-04-2020
Vieira do Minho,13,09-04-2020
Figueira da Foz,12,09-04-2020
Murtosa,6,09-04-2020
Figueira de Castelo Rodrigo,3,09-04-2020
Nelas,12,09-04-2020
Figueiró dos Vinhos,4,09-04-2020
Odivelas,112,09-04-2020
Funchal,21,09-04-2020
Góis,5,09-04-2020
Gondomar,587,09-04-2020
Gouveia,11,09-04-2020
Grândola,3,09-04-2020
Guarda,14,09-04-2020
Guimarães,161,09-04-2020
Horta,6,09-04-2020
Ílhavo,83,09-04-2020
Lagoa (Faro),3,09-04-2020
Lagos,3,09-04-2020
Lamego,10,09-04-2020
Leiria,29,09-04-2020
Lisboa,797,09-04-2020
Loulé,41,09-04-2020
Loures,158,09-04-2020
Vizela,19,09-04-2020
Lourinhã,5,09-04-2020
Lousã,7,09-04-2020
Lousada,98,09-04-2020
Macedo de Cavaleiros,16,09-04-2020
Madalena,5,09-04-2020
Mafra,49,09-04-2020
Maia,512,09-04-2020
Torres Novas,7,09-04-2020
Mangualde,11,09-04-2020
Torres Vedras,28,09-04-2020
Marco de Canaveses,39,09-04-2020
Marinha Grande,11,09-04-2020
Matosinhos,444,09-04-2020
Mealhada,10,09-04-2020
Melgaço,14,09-04-2020
Miranda do Corvo,8,09-04-2020
Miranda do Douro,3,09-04-2020
Mirandela,13,09-04-2020
Moimenta da Beira,5,09-04-2020
Salvaterra de Magos,5,09-04-2020
Velas,6,09-04-2020
Santa Cruz,4,09-04-2020
Santa Maria da Feira,246,09-04-2020
Montijo,27,09-04-2020
Santarém,46,09-04-2020
Vila da Praia da Vitória,8,09-04-2020
Santiago do Cacém,8,09-04-2020
Santo Tirso,107,09-04-2020
São João da Madeira,36,09-04-2020
Oeiras,152,09-04-2020
Olhão,9,09-04-2020
Vila Nova de Cerveira,3,09-04-2020
Oliveira de Azeméis,99,09-04-2020
Vila Nova de Famalicão,168,09-04-2020
Oliveira de Frades,8,09-04-2020
Oliveira do Bairro,14,09-04-2020
Oliveira do Hospital,3,09-04-2020
Ourém,21,09-04-2020
Serpa,6,09-04-2020
Ovar,275,09-04-2020
Paços de Ferreira,130,09-04-2020
Palmela,14,09-04-2020
Paredes,126,09-04-2020
Paredes de Coura,6,09-04-2020
Penacova,8,09-04-2020
Penafiel,72,09-04-2020
Peniche,7,09-04-2020
Peso da Régua,10,09-04-2020
Pinhel,8,09-04-2020
Pombal,31,09-04-2020
Ponta do Sol,6,09-04-2020
Ponte da Barca,3,09-04-2020
Ponte de Lima,16,09-04-2020
Portimão,29,09-04-2020
Trancoso,10,09-04-2020
Póvoa de Lanhoso,25,09-04-2020
Póvoa de Varzim,33,09-04-2020
Reguengos de Monsaraz,8,09-04-2020
Resende,53,09-04-2020
Valongo,429,09-04-2020
Valpaços,5,09-04-2020
São Pedro do Sul,7,09-04-2020
São Roque do Pico,3,09-04-2020
Sátão,5,09-04-2020
Vila Nova de Foz Côa,69,09-04-2020
Seia,5,09-04-2020
Seixal,116,09-04-2020
Sesimbra,16,09-04-2020
Vila Real,131,09-04-2020
Setúbal,44,09-04-2020
Vila Real de Santo António,13,09-04-2020
Sever do Vouga,5,09-04-2020
Vila Verde,57,09-04-2020
Silves,15,09-04-2020
Vimioso,7,09-04-2020
Sines,4,09-04-2020
Sintra,334,09-04-2020
Soure,10,09-04-2020
Tavira,25,09-04-2020
Terras de Bouro,6,09-04-2020
Tomar,8,09-04-2020
Tondela,7,09-04-2020
Torre de Moncorvo,19,09-04-2020
Trofa,66,09-04-2020
Vagos,9,09-04-2020
Viana do Castelo,82,09-04-2020
Vila do Conde,55,09-04-2020
Vila Flor,5,09-04-2020
Vila Franca de Xira,48,09-04-2020
Vila Nova de Gaia,631,09-04-2020
Vila Nova de Poiares,3,09-04-2020
Vila Pouca de Aguiar,3,09-04-2020
Vinhais,10,09-04-2020
Viseu,55,09-04-2020
Abrantes,4,11-04-2020
Águeda,32,11-04-2020
Albergaria-a-Velha,52,11-04-2020
Albufeira,52,11-04-2020
Alcácer do Sal,5,11-04-2020
Alcanena,3,11-04-2020
Alcobaça,7,11-04-2020
Alcochete,9,11-04-2020
Alenquer,15,11-04-2020
Almada,142,11-04-2020
Almeida,6,11-04-2020
Almeirim,10,11-04-2020
Alpiarça,5,11-04-2020
Alvaiázere,22,11-04-2020
Amadora,153,11-04-2020
Amarante,35,11-04-2020
Amares,25,11-04-2020
Anadia,13,11-04-2020
Ansião,4,11-04-2020
Arcos de Valdevez,39,11-04-2020
Arganil,3,11-04-2020
Arouca,25,11-04-2020
Aveiro,160,11-04-2020
Baião,6,11-04-2020
Barcelos,133,11-04-2020
Barreiro,74,11-04-2020
Batalha,4,11-04-2020
Beja,6,11-04-2020
Benavente,26,11-04-2020
Braga,579,11-04-2020
Bragança,82,11-04-2020
Cabeceiras de Basto,7,11-04-2020
Cadaval,3,11-04-2020
Caldas da Rainha,6,11-04-2020
Calheta (Açores),4,11-04-2020
Câmara de Lobos,7,11-04-2020
Caminha,9,11-04-2020
Cantanhede,28,11-04-2020
Carraz. de Ansiães,5,11-04-2020
Carregal do Sal,7,11-04-2020
Cartaxo,18,11-04-2020
Cascais,251,11-04-2020
Castelo de Paiva,7,11-04-2020
Castro Daire,81,11-04-2020
Celorico da Beira,7,11-04-2020
Celorico de Basto,8,11-04-2020
Chaves,19,11-04-2020
Cinfães,6,11-04-2020
Coimbra,265,11-04-2020
Condeixa-a-Nova,40,11-04-2020
Coruche,16,11-04-2020
Póvoa de Varzim,56,11-04-2020
Covilhã,5,11-04-2020
Reg. de Monsaraz,8,11-04-2020
Elvas,4,11-04-2020
Espinho,42,11-04-2020
Esposende,26,11-04-2020
Estarreja,44,11-04-2020
Valpaços,5,11-04-2020
Évora,21,11-04-2020
Velas,6,11-04-2020
Fafe,28,11-04-2020
Viana do Castelo,95,11-04-2020
Faro,42,11-04-2020
Santa Cruz,6,11-04-2020
Felgueiras,145,11-04-2020
Santa Maria da Feira,265,11-04-2020
Figueira da Foz,12,11-04-2020
Santarém,45,11-04-2020
Fig. de Cast. Rodrigo,3,11-04-2020
Santiago do Cacém,11,11-04-2020
Figueiró dos Vinhos,4,11-04-2020
Vila Flor,5,11-04-2020
Funchal,26,11-04-2020
Vila Franca de Xira,60,11-04-2020
Góis,5,11-04-2020
Vila N. da Barquinha,3,11-04-2020
Gondomar,646,11-04-2020
Vila N. de Cerveira,4,11-04-2020
Gouveia,12,11-04-2020
Grândola,4,11-04-2020
Guarda,15,11-04-2020
Seia,5,11-04-2020
Guimarães,189,11-04-2020
Seixal,127,11-04-2020
Horta,6,11-04-2020
Ílhavo,87,11-04-2020
Sesimbra,17,11-04-2020
Lagoa (Faro),3,11-04-2020
Lagos,3,11-04-2020
Lamego,13,11-04-2020
Leiria,36,11-04-2020
Lisboa,867,11-04-2020
Loulé,41,11-04-2020
Loures,191,11-04-2020
Lourinhã,5,11-04-2020
Lousã,7,11-04-2020
Lousada,107,11-04-2020
Mac. de Cavaleiros,17,11-04-2020
Madalena,5,11-04-2020
Mafra,52,11-04-2020
Maia,565,11-04-2020
Mangualde,34,11-04-2020
Marco de Canaveses,43,11-04-2020
Marinha Grande,10,11-04-2020
Matosinhos,643,11-04-2020
Mealhada,11,11-04-2020
Melgaço,14,11-04-2020
Miranda do Corvo,8,11-04-2020
Miranda do Douro,4,11-04-2020
Mirandela,17,11-04-2020
Moimenta da Beira,8,11-04-2020
Moita,51,11-04-2020
Monção,11,11-04-2020
Montemor-o-Velho,14,11-04-2020
Montijo,38,11-04-2020
Moura,22,11-04-2020
Murtosa,6,11-04-2020
Nelas,13,11-04-2020
Óbidos,3,11-04-2020
Odivelas,131,11-04-2020
Oeiras,163,11-04-2020
Olhão,11,11-04-2020
Oliveira de Azeméis,114,11-04-2020
Oliveira de Frades,8,11-04-2020
Oliveira do Bairro,15,11-04-2020
Oliveira do Hospital,4,11-04-2020
Ourém,25,11-04-2020
Ovar,403,11-04-2020
Vila Pouca de Aguiar,3,11-04-2020
Paços de Ferreira,146,11-04-2020
Palmela,14,11-04-2020
Paredes,141,11-04-2020
Paredes de Coura,6,11-04-2020
Penacova,9,11-04-2020
Penafiel,84,11-04-2020
Peniche,6,11-04-2020
Peso da Régua,13,11-04-2020
Pinhel,9,11-04-2020
Pombal,31,11-04-2020
Ponta do Sol,5,11-04-2020
Ponte da Barca,4,11-04-2020
Ponte de Lima,19,11-04-2020
Portimão,29,11-04-2020
Porto,852,11-04-2020
Porto de Mós,3,11-04-2020
Porto Santo,5,11-04-2020
Póvoa de Lanhoso,27,11-04-2020
Vale de Cambra,52,11-04-2020
Resende,53,11-04-2020
Valença,6,11-04-2020
Rio Maior,8,11-04-2020
Valongo,464,11-04-2020
Sabrosa,3,11-04-2020
Salvaterra de Magos,5,11-04-2020
Santa Comba Dão,3,11-04-2020
Vieira do Minho,13,11-04-2020
Vila Praia da Vitória,8,11-04-2020
Vila do Conde,77,11-04-2020
Santo Tirso,128,11-04-2020
São João da Madeira,44,11-04-2020
São Pedro do Sul,8,11-04-2020
São Roque do Pico,3,11-04-2020
Vila N. de Famalicão,193,11-04-2020
Sátão,5,11-04-2020
Vila Nova de Foz Côa,70,11-04-2020
Serpa,17,11-04-2020
Setúbal,52,11-04-2020
V. R. Santo António,13,11-04-2020
Sever do Vouga,7,11-04-2020
Silves,15,11-04-2020
Sines,4,11-04-2020
Sintra,374,11-04-2020
Soure,12,11-04-2020
Tábua,4,11-04-2020
Tavira,26,11-04-2020
Terras de Bouro,6,11-04-2020
Tomar,9,11-04-2020
Tondela,7,11-04-2020
Torre de Moncorvo,21,11-04-2020
Torres Novas,9,11-04-2020
Torres Vedras,29,11-04-2020
Trancoso,11,11-04-2020
Trofa,75,11-04-2020
Vagos,13,11-04-2020
Vila Nova de Gaia,758,11-04-2020
Vila Nova de Poiares,3,11-04-2020
Vila Real,134,11-04-2020
Vila Verde,62,11-04-2020
Vimioso,8,11-04-2020
Vinhais,10,11-04-2020
Viseu,65,11-04-2020
Vizela,21,11-04-2020
Abrantes,4,12-04-2020
Águeda,32,12-04-2020
Albergaria-a-Velha,52,12-04-2020
Albufeira,52,12-04-2020
Alcácer do Sal,5,12-04-2020
Alcanena,3,12-04-2020
Alcobaça,7,12-04-2020
Alcochete,9,12-04-2020
Alenquer,15,12-04-2020
Almada,144,12-04-2020
Almeida,6,12-04-2020
Almeirim,10,12-04-2020
Alpiarça,6,12-04-2020
Alvaiázere,23,12-04-2020
Amadora,155,12-04-2020
Amarante,38,12-04-2020
Amares,26,12-04-2020
Anadia,13,12-04-2020
Ansião,4,12-04-2020
Arcos de Valdevez,42,12-04-2020
Arganil,3,12-04-2020
Arouca,26,12-04-2020
Aveiro,164,12-04-2020
Baião,6,12-04-2020
Barcelos,137,12-04-2020
Barreiro,74,12-04-2020
Batalha,4,12-04-2020
Beja,6,12-04-2020
Benavente,27,12-04-2020
Braga,621,12-04-2020
Bragança,84,12-04-2020
Cabeceiras de Basto,8,12-04-2020
Cadaval,3,12-04-2020
Caldas da Rainha,7,12-04-2020
Calheta (Açores),4,12-04-2020
Câmara de Lobos,7,12-04-2020
Caminha,9,12-04-2020
Cantanhede,28,12-04-2020
Carrazeda de Ansiães,5,12-04-2020
Pinhel,9,12-04-2020
Carregal do Sal,7,12-04-2020
Cartaxo,18,12-04-2020
Cascais,261,12-04-2020
Castelo de Paiva,7,12-04-2020
Castro Daire,91,12-04-2020
Celorico da Beira,7,12-04-2020
Celorico de Basto,9,12-04-2020
Chaves,19,12-04-2020
Cinfães,7,12-04-2020
Torres Vedras,29,12-04-2020
Coimbra,269,12-04-2020
Condeixa-a-Nova,41,12-04-2020
Coruche,16,12-04-2020
Póvoa de Varzim,60,12-04-2020
Covilhã,5,12-04-2020
Reg. de Monsaraz,8,12-04-2020
Elvas,4,12-04-2020
Espinho,42,12-04-2020
Esposende,27,12-04-2020
Estarreja,44,12-04-2020
Valpaços,5,12-04-2020
Évora,21,12-04-2020
Velas,6,12-04-2020
Fafe,29,12-04-2020
Viana do Castelo,104,12-04-2020
Faro,50,12-04-2020
Santa Cruz,6,12-04-2020
Felgueiras,159,12-04-2020
Santa Maria da Feira,269,12-04-2020
Figueira da Foz,12,12-04-2020
Santarém,47,12-04-2020
Fig. de Cast. Rodrigo,3,12-04-2020
Santiago do Cacém,11,12-04-2020
Figueiró dos Vinhos,4,12-04-2020
Funchal,26,12-04-2020
Góis,5,12-04-2020
Vila N. da Barquinha,3,12-04-2020
Gondomar,681,12-04-2020
Vila N. de Cerveira,4,12-04-2020
Gouveia,12,12-04-2020
Grândola,4,12-04-2020
Guarda,16,12-04-2020
Guimarães,201,12-04-2020
Seixal,129,12-04-2020
Horta,6,12-04-2020
Serpa,17,12-04-2020
Ílhavo,88,12-04-2020
Vila Pouca de Aguiar,3,12-04-2020
Lagoa (Faro),3,12-04-2020
Palmela,14,12-04-2020
Lagos,3,12-04-2020
Paredes,150,12-04-2020
Lamego,13,12-04-2020
Paredes de Coura,6,12-04-2020
Leiria,38,12-04-2020
Penacova,9,12-04-2020
Lisboa,890,12-04-2020
Penafiel,91,12-04-2020
Loulé,42,12-04-2020
Peniche,7,12-04-2020
Loures,196,12-04-2020
Peso da Régua,15,12-04-2020
Lourinhã,5,12-04-2020
Tábua,4,12-04-2020
Lousã,7,12-04-2020
Lousada,115,12-04-2020
