data,doses,doses_novas,doses1,doses1_novas,doses2,doses2_novas,pessoas_vacinadas_completamente,pessoas_vacinadas_completamente_novas,pessoas_vacinadas_parcialmente,pessoas_vacinadas_parcialmente_novas,pessoas_inoculadas,pessoas_inoculadas_novas,vacinas,vacinas_novas,doses_diff,doses1_diff,doses2_diff,pessoas_vacinadas_completamente_1,pessoas_vacinadas_parcialmente_1,pessoas_inoculadas_1,vacinas_1,pessoas_vacinadas_completamente_2,pessoas_vacinadas_parcialmente_2,pessoas_inoculadas_2,vacinas_2
10-05-2021,3884052.0,38912.0,2814783.0,37222.0,1069269.0,1690.0,1137682.0,23011.0,1826403.0,32477.0,2964085.0,55488.0,4088302.0,66196.0,204250.0,149302.0,68413.0,1069269.0,1745514.0,2814783.0,3884052.0,1137682.0,1826403.0,2964085.0,4088302.0
11-05-2021,3962598.0,78546.0,2873644.0,58861.0,1088954.0,19685.0,1157367.0,19685.0,1865579.0,39176.0,3022946.0,58861.0,4166848.0,78546.0,204250.0,149302.0,68413.0,1088954.0,1784690.0,2873644.0,3962598.0,1157367.0,1865579.0,3022946.0,4166848.0
12-05-2021,4031909.0,69311.0,2926888.0,53244.0,1105021.0,16067.0,1173434.0,16067.0,1902756.0,37177.0,3076190.0,53244.0,4236159.0,69311.0,204250.0,149302.0,68413.0,1105021.0,1821867.0,2926888.0,4031909.0,1173434.0,1902756.0,3076190.0,4236159.0
13-05-2021,4100308.0,68399.0,2980170.0,53282.0,1120138.0,15117.0,1188551.0,15117.0,1940921.0,38165.0,3129472.0,53282.0,4304558.0,68399.0,204250.0,149302.0,68413.0,1120138.0,1860032.0,2980170.0,4100308.0,1188551.0,1940921.0,3129472.0,4304558.0
14-05-2021,4172805.0,72497.0,3033070.0,52900.0,1139735.0,19597.0,1208148.0,19597.0,1974224.0,33303.0,3182372.0,52900.0,4377055.0,72497.0,204250.0,149302.0,68413.0,1139735.0,1893335.0,3033070.0,4172805.0,1208148.0,1974224.0,3182372.0,4377055.0
15-05-2021,4252647.0,79842.0,3056719.0,23649.0,1195927.0,56192.0,1264340.0,56192.0,1941681.0,-32543.0,3206021.0,23649.0,4456897.0,79842.0,204250.0,149302.0,68413.0,1195927.0,1860792.0,3056719.0,4252647.0,1264340.0,1941681.0,3206021.0,4456897.0
16-05-2021,4382497.0,129850.0,3062741.0,6022.0,1319755.0,123828.0,1388168.0,123828.0,1823875.0,-117806.0,3212043.0,6022.0,4586747.0,129850.0,204250.0,149302.0,68413.0,1319755.0,1742986.0,3062741.0,4382497.0,1388168.0,1823875.0,3212043.0,4586747.0
17-05-2021,4446654.0,64157.0,3100195.0,37454.0,1346459.0,26704.0,1441311.0,53143.0,1828307.0,4432.0,3269618.0,57575.0,4679734.0,92987.0,233080.0,169423.0,94852.0,1346459.0,1753736.0,3100195.0,4446654.0,1441311.0,1828307.0,3269618.0,4679734.0
18-05-2021,4515124.0,68470.0,3147970.0,47775.0,1367154.0,20695.0,1462006.0,20695.0,1855387.0,27080.0,3317393.0,47775.0,4748204.0,68470.0,233080.0,169423.0,94852.0,1367154.0,1780816.0,3147970.0,4515124.0,1462006.0,1855387.0,3317393.0,4748204.0
19-05-2021,4594620.0,79496.0,3203905.0,55935.0,1390715.0,23561.0,1485567.0,23561.0,1887761.0,32374.0,3373328.0,55935.0,4827700.0,79496.0,233080.0,169423.0,94852.0,1390715.0,1813190.0,3203905.0,4594620.0,1485567.0,1887761.0,3373328.0,4827700.0
20-05-2021,4673916.0,79296.0,3256652.0,52747.0,1417264.0,26549.0,1512116.0,26549.0,1913959.0,26198.0,3426075.0,52747.0,4906996.0,79296.0,233080.0,169423.0,94852.0,1417264.0,1839388.0,3256652.0,4673916.0,1512116.0,1913959.0,3426075.0,4906996.0
21-05-2021,4756567.0,82651.0,3311059.0,54407.0,1445508.0,28244.0,1540360.0,28244.0,1940122.0,26163.0,3480482.0,54407.0,4989647.0,82651.0,233080.0,169423.0,94852.0,1445508.0,1865551.0,3311059.0,4756567.0,1540360.0,1940122.0,3480482.0,4989647.0
22-05-2021,4842021.0,85454.0,3360399.0,49340.0,1481622.0,36114.0,1576474.0,36114.0,1953348.0,13226.0,3529822.0,49340.0,5075101.0,85454.0,233080.0,169423.0,94852.0,1481622.0,1878777.0,3360399.0,4842021.0,1576474.0,1953348.0,3529822.0,5075101.0
23-05-2021,4913087.0,71066.0,3396928.0,36529.0,1516159.0,34537.0,1611011.0,34537.0,1955340.0,1992.0,3566351.0,36529.0,5146167.0,71066.0,233080.0,169423.0,94852.0,1516159.0,1880769.0,3396928.0,4913087.0,1611011.0,1955340.0,3566351.0,5146167.0
24-05-2021,4941964.0,28877.0,3413468.0,16540.0,1528496.0,12337.0,1659721.0,48710.0,1937836.0,-17504.0,3597557.0,31206.0,5202267.0,56100.0,260303.0,184089.0,131225.0,1528496.0,1884972.0,3413468.0,4941964.0,1659721.0,1937836.0,3597557.0,5202267.0
25-05-2021,5009910.0,67946.0,3456990.0,43522.0,1552920.0,24424.0,1684145.0,24424.0,1956934.0,19098.0,3641079.0,43522.0,5270213.0,67946.0,260303.0,184089.0,131225.0,1552920.0,1904070.0,3456990.0,5009910.0,1684145.0,1956934.0,3641079.0,5270213.0
26-05-2021,5078712.0,68802.0,3506470.0,49480.0,1572242.0,19322.0,1703467.0,19322.0,1987092.0,30158.0,3690559.0,49480.0,5339015.0,68802.0,260303.0,184089.0,131225.0,1572242.0,1934228.0,3506470.0,5078712.0,1703467.0,1987092.0,3690559.0,5339015.0
27-05-2021,5166556.0,87844.0,3550863.0,44393.0,1615693.0,43451.0,1746918.0,43451.0,1988034.0,942.0,3734952.0,44393.0,5426859.0,87844.0,260303.0,184089.0,131225.0,1615693.0,1935170.0,3550863.0,5166556.0,1746918.0,1988034.0,3734952.0,5426859.0
28-05-2021,5265575.0,99019.0,3592722.0,41859.0,1672853.0,57160.0,1804078.0,57160.0,1972733.0,-15301.0,3776811.0,41859.0,5525878.0,99019.0,260303.0,184089.0,131225.0,1672853.0,1919869.0,3592722.0,5265575.0,1804078.0,1972733.0,3776811.0,5525878.0
29-05-2021,5369333.0,103758.0,3632104.0,39382.0,1737229.0,64376.0,1868454.0,64376.0,1947739.0,-24994.0,3816193.0,39382.0,5629636.0,103758.0,260303.0,184089.0,131225.0,1737229.0,1894875.0,3632104.0,5369333.0,1868454.0,1947739.0,3816193.0,5629636.0
30-05-2021,5442582.0,73249.0,3666216.0,34112.0,1776366.0,39137.0,1907591.0,39137.0,1942714.0,-5025.0,3850305.0,34112.0,5702885.0,73249.0,260303.0,184089.0,131225.0,1776366.0,1889850.0,3666216.0,5442582.0,1907591.0,1942714.0,3850305.0,5702885.0
31-05-2021,5472489.0,29907.0,3684821.0,18605.0,1787668.0,11302.0,1986586.0,78995.0,1890847.0,-51867.0,3877433.0,27128.0,5759884.0,56999.0,287395.0,192612.0,198918.0,1787668.0,1897153.0,3684821.0,5472489.0,1986586.0,1890847.0,3877433.0,5759884.0
01-06-2021,5542609.0,70120.0,3716876.0,32055.0,1825733.0,38065.0,2024651.0,38065.0,1884837.0,-6010.0,3909488.0,32055.0,5830004.0,70120.0,287395.0,192612.0,198918.0,1825733.0,1891143.0,3716876.0,5542609.0,2024651.0,1884837.0,3909488.0,5830004.0
02-06-2021,5631365.0,88756.0,3758516.0,41640.0,1872849.0,47116.0,2071767.0,47116.0,1879361.0,-5476.0,3951128.0,41640.0,5918760.0,88756.0,287395.0,192612.0,198918.0,1872849.0,1885667.0,3758516.0,5631365.0,2071767.0,1879361.0,3951128.0,5918760.0
03-06-2021,5720846.0,89481.0,3811706.0,53190.0,1909140.0,36291.0,2108058.0,36291.0,1896260.0,16899.0,4004318.0,53190.0,6008241.0,89481.0,287395.0,192612.0,198918.0,1909140.0,1902566.0,3811706.0,5720846.0,2108058.0,1896260.0,4004318.0,6008241.0
04-06-2021,5792490.0,71644.0,3853565.0,41859.0,1938925.0,29785.0,2137843.0,29785.0,1908334.0,12074.0,4046177.0,41859.0,6079885.0,71644.0,287395.0,192612.0,198918.0,1938925.0,1914640.0,3853565.0,5792490.0,2137843.0,1908334.0,4046177.0,6079885.0
05-06-2021,5883163.0,90673.0,3902612.0,49047.0,1980551.0,41626.0,2179469.0,41626.0,1915755.0,7421.0,4095224.0,49047.0,6170558.0,90673.0,287395.0,192612.0,198918.0,1980551.0,1922061.0,3902612.0,5883163.0,2179469.0,1915755.0,4095224.0,6170558.0
06-06-2021,5964093.0,80930.0,3938442.0,35830.0,2025651.0,45100.0,2224569.0,45100.0,1906485.0,-9270.0,4131054.0,35830.0,6251488.0,80930.0,287395.0,192612.0,198918.0,2025651.0,1912791.0,3938442.0,5964093.0,2224569.0,1906485.0,4131054.0,6251488.0
07-06-2021,6006145.0,42052.0,3958681.0,20239.0,2047464.0,21813.0,2322922.0,98353.0,1839681.0,-66804.0,4162603.0,31549.0,6325160.0,73672.0,319015.0,203922.0,275458.0,2047464.0,1911217.0,3958681.0,6006145.0,2322922.0,1839681.0,4162603.0,6325160.0
08-06-2021,6110360.0,104215.0,4011686.0,53005.0,2098674.0,51210.0,2374132.0,51210.0,1841476.0,1795.0,4215608.0,53005.0,6429375.0,104215.0,319015.0,203922.0,275458.0,2098674.0,1913012.0,4011686.0,6110360.0,2374132.0,1841476.0,4215608.0,6429375.0
09-06-2021,6205863.0,95503.0,4073288.0,61602.0,2132575.0,33901.0,2408033.0,33901.0,1869177.0,27701.0,4277210.0,61602.0,6524878.0,95503.0,319015.0,203922.0,275458.0,2132575.0,1940713.0,4073288.0,6205863.0,2408033.0,1869177.0,4277210.0,6524878.0
10-06-2021,6305180.0,99317.0,4138665.0,65377.0,2166515.0,33940.0,2441973.0,33940.0,1900614.0,31437.0,4342587.0,65377.0,6624195.0,99317.0,319015.0,203922.0,275458.0,2166515.0,1972150.0,4138665.0,6305180.0,2441973.0,1900614.0,4342587.0,6624195.0
11-06-2021,6417569.0,112389.0,4212783.0,74118.0,2204786.0,38271.0,2480244.0,38271.0,1936461.0,35847.0,4416705.0,74118.0,6736584.0,112389.0,319015.0,203922.0,275458.0,2204786.0,2007997.0,4212783.0,6417569.0,2480244.0,1936461.0,4416705.0,6736584.0
12-06-2021,6474013.0,56444.0,4243537.0,30754.0,2230476.0,25690.0,2505934.0,25690.0,1941525.0,5064.0,4447459.0,30754.0,6793028.0,56444.0,319015.0,203922.0,275458.0,2230476.0,2013061.0,4243537.0,6474013.0,2505934.0,1941525.0,4447459.0,6793028.0
13-06-2021,6545036.0,71023.0,4308544.0,65007.0,2236492.0,6016.0,2511950.0,6016.0,2000516.0,58991.0,4512466.0,65007.0,6864051.0,71023.0,319015.0,203922.0,275458.0,2236492.0,2072052.0,4308544.0,6545036.0,2511950.0,2000516.0,4512466.0,6864051.0
14-06-2021,6572806.0,27770.0,4330244.0,21700.0,2242562.0,6070.0,2571145.0,59195.0,1975600.0,-24916.0,4546745.0,34279.0,6929632.0,65581.0,356826.0,216501.0,328583.0,2242562.0,2087682.0,4330244.0,6572806.0,2571145.0,1975600.0,4546745.0,6929632.0
15-06-2021,6665975.0,93169.0,4387691.0,57447.0,2278284.0,35722.0,2606867.0,35722.0,1997325.0,21725.0,4604192.0,57447.0,7022801.0,93169.0,356826.0,216501.0,328583.0,2278284.0,2109407.0,4387691.0,6665975.0,2606867.0,1997325.0,4604192.0,7022801.0
16-06-2021,6768393.0,102418.0,4438408.0,50717.0,2329985.0,51701.0,2658568.0,51701.0,1996341.0,-984.0,4654909.0,50717.0,7125219.0,102418.0,356826.0,216501.0,328583.0,2329985.0,2108423.0,4438408.0,6768393.0,2658568.0,1996341.0,4654909.0,7125219.0
17-06-2021,6879429.0,111036.0,4500125.0,61717.0,2379304.0,49319.0,2707887.0,49319.0,2008739.0,12398.0,4716626.0,61717.0,7236255.0,111036.0,356826.0,216501.0,328583.0,2379304.0,2120821.0,4500125.0,6879429.0,2707887.0,2008739.0,4716626.0,7236255.0
18-06-2021,7047749.0,168320.0,4598549.0,98424.0,2449200.0,69896.0,2777783.0,69896.0,2037267.0,28528.0,4815050.0,98424.0,7404575.0,168320.0,356826.0,216501.0,328583.0,2449200.0,2149349.0,4598549.0,7047749.0,2777783.0,2037267.0,4815050.0,7404575.0
19-06-2021,7098594.0,50845.0,4621946.0,23397.0,2476648.0,27448.0,2805231.0,27448.0,2033216.0,-4051.0,4838447.0,23397.0,7455420.0,50845.0,356826.0,216501.0,328583.0,2476648.0,2145298.0,4621946.0,7098594.0,2805231.0,2033216.0,4838447.0,7455420.0
20-06-2021,7237071.0,138477.0,4669305.0,47359.0,2567766.0,91118.0,2896349.0,91118.0,1989457.0,-43759.0,4885806.0,47359.0,7593897.0,138477.0,356826.0,216501.0,328583.0,2567766.0,2101539.0,4669305.0,7237071.0,2896349.0,1989457.0,4885806.0,7593897.0
21-06-2021,7335981.0,98910.0,4727518.0,58213.0,2608463.0,40697.0,2955992.0,59643.0,1965092.0,-24365.0,4921084.0,35278.0,7654120.0,60223.0,318139.0,193566.0,347529.0,2608463.0,2119055.0,4727518.0,7335981.0,2955992.0,1965092.0,4921084.0,7654120.0
22-06-2021,7367092.0,31111.0,4743032.0,15514.0,2624060.0,15597.0,2971589.0,15597.0,1965009.0,-83.0,4936598.0,15514.0,7685231.0,31111.0,318139.0,193566.0,347529.0,2624060.0,2118972.0,4743032.0,7367092.0,2971589.0,1965009.0,4936598.0,7685231.0
23-06-2021,7473712.0,106620.0,4798204.0,55172.0,2675508.0,51448.0,3023037.0,51448.0,1968733.0,3724.0,4991770.0,55172.0,7791851.0,106620.0,318139.0,193566.0,347529.0,2675508.0,2122696.0,4798204.0,7473712.0,3023037.0,1968733.0,4991770.0,7791851.0
24-06-2021,7584220.0,110508.0,4858850.0,60646.0,2725370.0,49862.0,3072899.0,49862.0,1979517.0,10784.0,5052416.0,60646.0,7902359.0,110508.0,318139.0,193566.0,347529.0,2725370.0,2133480.0,4858850.0,7584220.0,3072899.0,1979517.0,5052416.0,7902359.0
25-06-2021,7695606.0,111386.0,4922099.0,63249.0,2773507.0,48137.0,3121036.0,48137.0,1994629.0,15112.0,5115665.0,63249.0,8013745.0,111386.0,318139.0,193566.0,347529.0,2773507.0,2148592.0,4922099.0,7695606.0,3121036.0,1994629.0,5115665.0,8013745.0
26-06-2021,7805233.0,109627.0,4987437.0,65338.0,2817796.0,44289.0,3165325.0,44289.0,2015678.0,21049.0,5181003.0,65338.0,8123372.0,109627.0,318139.0,193566.0,347529.0,2817796.0,2169641.0,4987437.0,7805233.0,3165325.0,2015678.0,5181003.0,8123372.0
27-06-2021,7903317.0,98084.0,5048460.0,61023.0,2854857.0,37061.0,3202386.0,37061.0,2039640.0,23962.0,5242026.0,61023.0,8221456.0,98084.0,318139.0,193566.0,347529.0,2854857.0,2193603.0,5048460.0,7903317.0,3202386.0,2039640.0,5242026.0,8221456.0
28-06-2021,7956623.0,53306.0,5086547.0,38087.0,2870076.0,15219.0,3296740.0,94354.0,2037376.0,-2264.0,5334116.0,92090.0,8365614.0,144158.0,408991.0,247569.0,426664.0,2870076.0,2216471.0,5086547.0,7956623.0,3296740.0,2037376.0,5334116.0,8365614.0
29-06-2021,8071310.0,114687.0,5149017.0,62470.0,2922293.0,52217.0,3348957.0,52217.0,2047629.0,10253.0,5396586.0,62470.0,8480301.0,114687.0,408991.0,247569.0,426664.0,2922293.0,2226724.0,5149017.0,8071310.0,3348957.0,2047629.0,5396586.0,8480301.0
30-06-2021,8290037.0,218727.0,5270193.0,121176.0,3019844.0,97551.0,3446508.0,,2071254.0,,5517762.0,,8699028.0,,408991.0,247569.0,426664.0,3019844.0,2250349.0,5270193.0,8290037.0,3446508.0,2071254.0,5517762.0,8699028.0
01-07-2021,8571465.0,281428.0,5413040.0,142847.0,3158425.0,138581.0,3585089.0,,2075520.0,,5660609.0,,8980456.0,,408991.0,247569.0,426664.0,3158425.0,2254615.0,5413040.0,8571465.0,3585089.0,2075520.0,5660609.0,8980456.0
02-07-2021,8755846.0,184381.0,5506650.0,93610.0,3249196.0,90771.0,3675860.0,,2078359.0,,5754219.0,,9164837.0,,408991.0,247569.0,426664.0,3249196.0,2257454.0,5506650.0,8755846.0,3675860.0,2078359.0,5754219.0,9164837.0
03-07-2021,8922053.0,166207.0,5589854.0,83204.0,3332199.0,83003.0,3758863.0,,2078560.0,,5837423.0,,9331044.0,,408991.0,247569.0,426664.0,3332199.0,2257655.0,5589854.0,8922053.0,3758863.0,2078560.0,5837423.0,9331044.0
04-07-2021,9060568.0,138515.0,5662065.0,72211.0,3398503.0,66304.0,3825167.0,,2084467.0,,5909634.0,,9469559.0,,408991.0,247569.0,426664.0,3398503.0,2263562.0,5662065.0,9060568.0,3825167.0,2084467.0,5909634.0,9469559.0
05-07-2021,9138620.0,78052.0,5702799.0,40734.0,3435821.0,37318.0,3720680.0,,2020198.0,,5740878.0,,9173720.0,,35100.0,38079.0,284859.0,3435821.0,2266978.0,5702799.0,9138620.0,3720680.0,2020198.0,5740878.0,9173720.0
06-07-2021,9284988.0,146368.0,5771249.0,68450.0,3513739.0,77918.0,3798598.0,77918.0,2010730.0,-9468.0,5809328.0,68450.0,9320088.0,146368.0,35100.0,38079.0,284859.0,3513739.0,2257510.0,5771249.0,9284988.0,3798598.0,2010730.0,5809328.0,9320088.0
07-07-2021,9443691.0,158703.0,5839776.0,68527.0,3603915.0,90176.0,3888774.0,90176.0,1989081.0,-21649.0,5877855.0,68527.0,9478791.0,158703.0,35100.0,38079.0,284859.0,3603915.0,2235861.0,5839776.0,9443691.0,3888774.0,1989081.0,5877855.0,9478791.0
08-07-2021,9625694.0,182003.0,5915601.0,75825.0,3710093.0,106178.0,3994952.0,106178.0,1958728.0,-30353.0,5953680.0,75825.0,9660794.0,182003.0,35100.0,38079.0,284859.0,3710093.0,2205508.0,5915601.0,9625694.0,3994952.0,1958728.0,5953680.0,9660794.0
09-07-2021,,,,,,,,,,,,,,,483777.0,291832.0,479668.0,,,,,,,,
10-07-2021,,,,,,,,,,,,,,,483777.0,291832.0,479668.0,,,,,,,,
11-07-2021,,,,,,,,,,,,,,,483777.0,291832.0,479668.0,,,,,,,,
12-07-2021,9741445.0,,5933112.0,,3808333.0,,4288001.0,,1936943.0,,6224944.0,,10225222.0,,483777.0,291832.0,479668.0,3808333.0,2124779.0,5933112.0,9741445.0,4288001.0,1936943.0,6224944.0,10225222.0
